location_name,latitude,longitude,total_pois,pois_fetched,ACCESS_GATEWAY,ADMINISTRATIVE_DIVISION,ADVENTURE_SPORTS_VENUE,AGRICULTURE,AIRPORT,AMUSEMENT_PARK,AUTOMOTIVE_DEALER,BANK,BEACH,BUILDING_POINT,BUSINESS_PARK,CAFE_PUB,CAMPING_GROUND,CAR_WASH,CASH_DISPENSER,CASINO,CINEMA,CITY_CENTER,CLUB_ASSOCIATION,COLLEGE_UNIVERSITY,COMMERCIAL_BUILDING,COMMUNITY_CENTER,COMPANY,COURTHOUSE,CULTURAL_CENTER,DENTIST,DEPARTMENT_STORE,DOCTOR,ELECTRIC_VEHICLE_STATION,EMBASSY,EMERGENCY_MEDICAL_SERVICE,ENTERTAINMENT,EXCHANGE,EXHIBITION_CONVENTION_CENTER,FERRY_TERMINAL,FIRE_STATION_BRIGADE,FRONTIER_CROSSING,FUEL_FACILITIES,GEOGRAPHIC_FEATURE,GOLF_COURSE,GOVERNMENT_OFFICE,HEALTH_CARE_SERVICE,HELIPAD_HELICOPTER_LANDING,HOLIDAY_RENTAL,HOSPITAL_POLYCLINIC,HOTEL_MOTEL,ICE_SKATING_RINK,IMPORTANT_TOURIST_ATTRACTION,INDUSTRIAL_BUILDING,LEISURE_CENTER,LIBRARY,MANUFACTURING_FACILITY,MARINA,MARKET,MEDIA_FACILITY,MILITARY_INSTALLATION,MOTORING_ORGANIZATION_OFFICE,MOUNTAIN_PASS,MUSEUM,NATIVE_RESERVATION,NIGHTLIFE,NON_GOVERNMENTAL_ORGANIZATION,OPEN_PARKING_AREA,OTHER,PARKING_GARAGE,PARK_RECREATION_AREA,PETROL_STATION,PHARMACY,PLACE_OF_WORSHIP,POLICE_STATION,PORT_WAREHOUSE_FACILITY,POST_OFFICE,PRIMARY_RESOURCE_UTILITY,PRISON_CORRECTIONAL_FACILITY,PUBLIC_AMENITY,PUBLIC_TRANSPORT_STOP,RAILWAY_STATION,RENT_A_CAR_FACILITY,RENT_A_CAR_PARKING,REPAIR_FACILITY,RESEARCH_FACILITY,RESIDENTIAL_ACCOMMODATION,RESTAURANT,RESTAURANT_AREA,REST_AREA,SCENIC_PANORAMIC_VIEW,SCHOOL,SHOP,SHOPPING_CENTER,SPORTS_CENTER,STADIUM,SWIMMING_POOL,TENNIS_COURT,THEATER,TOURIST_INFORMATION_OFFICE,TRAFFIC_LIGHT,TRAFFIC_SERVICE_CENTER,TRAFFIC_SIGN,TRAIL_SYSTEM,TRANSPORT_AUTHORITY_VEHICLE_REGISTRATION,TRUCK_STOP,VETERINARIAN,WATER_SPORT,WEIGH_STATION,WELFARE_ORGANIZATION,WINERY,ZOOS_ARBORETA_BOTANICAL_GARDEN,raw_classifications,unique_classifications,non_zero_categories
"Gurgaon MG Road, Haryana",28.4798011,77.0813162,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, SHOPPING_CENTER, SHOP, MARKET, HOTEL_MOTEL, COMPANY, DOCTOR, POLICE_STATION",10,10
"Golf Course Road, Gurgaon, Haryana",28.4626859,77.117071,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GOVERNMENT_OFFICE, RESTAURANT",2,2
"Udyog Vihar, Gurgaon, Haryana",28.5048124,77.0695199,100,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,12,0,2,18,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOLIDAY_RENTAL, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SHOP, COMMERCIAL_BUILDING, HOTEL_MOTEL, COMPANY, PHARMACY, COLLEGE_UNIVERSITY, EXCHANGE",14,14
"Sohna Road, Gurgaon, Haryana",28.4198873,77.1533811,40,40,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, CAFE_PUB, RESTAURANT, BANK, PLACE_OF_WORSHIP, ELECTRIC_VEHICLE_STATION, SCHOOL, AUTOMOTIVE_DEALER, SPORTS_CENTER, SHOP, COMMERCIAL_BUILDING, GOVERNMENT_OFFICE, DOCTOR, PETROL_STATION, HOSPITAL_POLYCLINIC, PHARMACY",16,16
"Noida Sector 62, Uttar Pradesh",28.626626,77.3654727,100,100,0,0,0,0,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, BUSINESS_PARK, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, COMMERCIAL_BUILDING, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, MEDIA_FACILITY, COLLEGE_UNIVERSITY, LEISURE_CENTER",16,16
"Noida Sector 76, Uttar Pradesh",28.568967,77.3852713,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"RESTAURANT, RESIDENTIAL_ACCOMMODATION, SPORTS_CENTER, DENTIST, SHOP, MARKET, VETERINARIAN, DOCTOR, COMPANY, PHARMACY",10,10
"Colaba, Mumbai, Maharashtra",18.9249319,72.8300808,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6,0,8,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,3,1,0,0,2,4,0,2,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,12,8,0,0,0,6,21,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"TOURIST_INFORMATION_OFFICE, INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, STADIUM, SHOPPING_CENTER, SCHOOL, COMPANY, DOCTOR, IMPORTANT_TOURIST_ATTRACTION, EXCHANGE, NIGHTLIFE, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, SHOP, MUSEUM, POLICE_STATION",29,29
"Fort, Mumbai, Maharashtra",18.9459596,72.8337847,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,1,0,0,0,10,0,1,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, SCHOOL, COMPANY, IMPORTANT_TOURIST_ATTRACTION, EXCHANGE, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, SHOP, OPEN_PARKING_AREA, POLICE_STATION",19,19
"Borivali West, Mumbai, Maharashtra",19.2297,72.852173,100,100,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,21,2,0,0,0,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BUSINESS_PARK, BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, EXCHANGE, HOTEL_MOTEL, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, CAFE_PUB, RESTAURANT, DENTIST, PRIMARY_RESOURCE_UTILITY, SHOP",19,19
"Kandivali East, Mumbai, Maharashtra",19.1913449,72.8740971,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HEALTH_CARE_SERVICE, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, SHOP, DOCTOR, COMPANY, HOSPITAL_POLYCLINIC, PHARMACY, POLICE_STATION",14,14
"Chembur, Mumbai, Maharashtra",19.0487802,72.90587,100,100,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,3,0,18,17,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, HEALTH_CARE_SERVICE, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, DENTIST, DEPARTMENT_STORE, COMMERCIAL_BUILDING, SHOP, COMPANY, PUBLIC_AMENITY, DOCTOR, HOSPITAL_POLYCLINIC, PHARMACY, LEISURE_CENTER, RENT_A_CAR_FACILITY",18,18
"Dadar, Mumbai, Maharashtra",19.0177484,72.8358202,100,100,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,31,12,0,0,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GEOGRAPHIC_FEATURE, RESTAURANT, REPAIR_FACILITY, BANK, RESIDENTIAL_ACCOMMODATION, CAFE_PUB, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, DENTIST, SHOP, COMPANY, DOCTOR, HOSPITAL_POLYCLINIC",15,15
"Nerul, Navi Mumbai, Maharashtra",19.020485,73.0035976,100,100,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,21,1,0,0,0,3,49,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GEOGRAPHIC_FEATURE, RESTAURANT, PHARMACY, CAFE_PUB, RESIDENTIAL_ACCOMMODATION, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SPORTS_CENTER, SCHOOL, AUTOMOTIVE_DEALER, SHOP, HOTEL_MOTEL, DOCTOR, PUBLIC_AMENITY, IMPORTANT_TOURIST_ATTRACTION, BEACH, COLLEGE_UNIVERSITY",17,17
"Kharghar, Navi Mumbai, Maharashtra",19.0334,73.018997,100,100,0,0,0,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,10,0,0,0,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GEOGRAPHIC_FEATURE, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, AUTOMOTIVE_DEALER, DENTIST, SHOP, HOTEL_MOTEL, COMPANY, DOCTOR, HOSPITAL_POLYCLINIC, PHARMACY, RAILWAY_STATION",17,17
"Ulhasnagar, Thane, Maharashtra",19.2228117,73.1584637,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,33,1,0,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, GEOGRAPHIC_FEATURE, RESTAURANT, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, PUBLIC_AMENITY, COMMERCIAL_BUILDING, SHOP, GOVERNMENT_OFFICE, COMPANY, DOCTOR, PHARMACY",13,13
"Dombivli East, Thane, Maharashtra",19.2157323,73.1031728,100,100,0,0,0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,22,0,0,25,0,0,0,0,16,0,5,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"INDUSTRIAL_BUILDING, HEALTH_CARE_SERVICE, BANK, STADIUM, DOCTOR, COMPANY, PHARMACY, PARK_RECREATION_AREA, THEATER, VETERINARIAN, HOTEL_MOTEL, SPORTS_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, GEOGRAPHIC_FEATURE, AUTOMOTIVE_DEALER, DENTIST, SHOP, POLICE_STATION",21,21
"Thoraipakkam, Chennai, Tamil Nadu",12.9192758,80.208965,100,100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,1,0,0,0,0,7,0,8,12,0,0,0,4,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, AMUSEMENT_PARK, SCHOOL, DENTIST, PUBLIC_AMENITY, SHOP, GOVERNMENT_OFFICE, HOTEL_MOTEL, COMPANY, DOCTOR, PHARMACY",16,16
"Sholinganallur, Chennai, Tamil Nadu",12.9001173,80.2239691,100,100,0,0,0,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,3,18,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, BANK, DOCTOR, COMPANY, PHARMACY, MARKET, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, AUTOMOTIVE_DEALER, DENTIST, SHOP",19,19
"Baner, Pune, Maharashtra",18.5642156,73.7871973,100,100,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,24,31,0,0,0,4,15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, REPAIR_FACILITY, RESIDENTIAL_ACCOMMODATION, HEALTH_CARE_SERVICE, PARK_RECREATION_AREA, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, AUTOMOTIVE_DEALER, BANK, SHOP, HOTEL_MOTEL, COMPANY, SWIMMING_POOL, HOSPITAL_POLYCLINIC, PHARMACY",18,18
"Aundh, Pune, Maharashtra",18.558127,73.8072801,100,100,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDUSTRIAL_BUILDING, CAFE_PUB, RESTAURANT, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SPORTS_CENTER, DENTIST, SHOP, HOTEL_MOTEL, COMPANY, DOCTOR, LIBRARY, PHARMACY, LEISURE_CENTER",16,16
"Hadapsar, Pune, Maharashtra",18.499079,73.9341695,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,1,0,0,0,0,3,0,11,5,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, PRIMARY_RESOURCE_UTILITY, PUBLIC_AMENITY, SHOP, MARKET, GOVERNMENT_OFFICE, DOCTOR, COMPANY, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, PHARMACY",17,17
"Bibwewadi, Pune, Maharashtra",18.4662107,73.8627802,100,100,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,60,1,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SHOP, COMPANY, DOCTOR",10,10
"Swargate, Pune, Maharashtra",18.4990216,73.8590652,100,100,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,4,0,0,0,0,10,0,2,27,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SCHOOL, COMPANY, DOCTOR, PHARMACY, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, GEOGRAPHIC_FEATURE, SHOP, OPEN_PARKING_AREA, POLICE_STATION",20,20
"Meerut City, Uttar Pradesh",28.9498578,77.6419455,89,89,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,5,1,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, SCHOOL, DOCTOR, PHARMACY, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, COLLEGE_UNIVERSITY, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, EXHIBITION_CONVENTION_CENTER, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, REPAIR_FACILITY, AUTOMOTIVE_DEALER, PETROL_STATION, POLICE_STATION",20,20
"Aligarh City, Uttar Pradesh",27.8898926,78.0745239,100,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,2,4,1,0,1,1,0,2,0,1,0,0,13,0,0,10,0,0,0,2,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"POST_OFFICE, SCHOOL, COMPANY, PHARMACY, PARK_RECREATION_AREA, MEDIA_FACILITY, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, RAILWAY_STATION, PLACE_OF_WORSHIP, SPORTS_CENTER, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, CAFE_PUB, RESTAURANT, PRIMARY_RESOURCE_UTILITY, SHOP, OPEN_PARKING_AREA, PETROL_STATION, POLICE_STATION",21,21
"Jhansi City, Uttar Pradesh",25.4487305,78.5701294,100,100,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,2,0,0,0,0,1,0,0,0,0,4,0,0,12,0,0,0,4,42,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, STADIUM, SCHOOL, DOCTOR, COMPANY, IMPORTANT_TOURIST_ATTRACTION, PHARMACY, MARKET, HOTEL_MOTEL, PUBLIC_AMENITY, COLLEGE_UNIVERSITY, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, GEOGRAPHIC_FEATURE, RESTAURANT, CAFE_PUB, REPAIR_FACILITY, AUTOMOTIVE_DEALER, SHOP, OPEN_PARKING_AREA, POLICE_STATION",23,23
"Moradabad City, Uttar Pradesh",28.8331428,78.7652781,100,100,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5,0,0,0,0,0,3,0,1,0,0,2,0,1,26,0,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NIGHTLIFE, PETROL_STATION, REPAIR_FACILITY, RESTAURANT, CAFE_PUB, BANK, RESIDENTIAL_ACCOMMODATION, PLACE_OF_WORSHIP, SCHOOL, SHOP, OPEN_PARKING_AREA, HOTEL_MOTEL, DOCTOR, PUBLIC_AMENITY, GOVERNMENT_OFFICE, PHARMACY, RAILWAY_STATION, COLLEGE_UNIVERSITY",18,18
"Mathura City, Uttar Pradesh",27.4849744,77.685131,100,100,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,16,0,0,0,0,0,2,0,1,0,0,3,0,0,4,0,0,0,17,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BANK, PARKING_GARAGE, SCHOOL, COMPANY, DOCTOR, IMPORTANT_TOURIST_ATTRACTION, PHARMACY, PARK_RECREATION_AREA, GOVERNMENT_OFFICE, HOTEL_MOTEL, PUBLIC_AMENITY, RAILWAY_STATION, COLLEGE_UNIVERSITY, PLACE_OF_WORSHIP, SPORTS_CENTER, COMMERCIAL_BUILDING, HOSPITAL_POLYCLINIC, REPAIR_FACILITY, RESTAURANT, GEOGRAPHIC_FEATURE, CAFE_PUB, AUTOMOTIVE_DEALER, DENTIST, SHOP",24,24
